id,N,time_steps,train_time,model,Ts,Tt,vi_reward,rl_reward,vi_ns,rl_ns,vi_distance,rl_distance,distribution
180,300,300000,0 days 00:18:49.034174000,ACER,1,500,-553.0413000000003,-287.53193333333184,5.8523,11.7341,328.3134,165.4787,truncnorm
181,300,600000,0 days 00:37:05.517605000,ACER,1,300,-174.019,-184.8741,15.8713,12.083,158.1477,172.7911,uniform
181,300,300000,0 days 00:18:36.584054000,ACER,1,400,-221.75576666666595,-232.54756666666555,11.5875,30.8245,157.6262,151.2923,truncnorm
181,300,300000,0 days 00:18:57.223437000,ACER,1,400,-452.58019999999635,-225.70340000000098,5.9114,17.485,335.0016,156.1638,truncnorm
182,300,600000,0 days 00:36:41.163474000,ACER,1,200,-120.87039999999986,-154.16030000000148,13.8304,54.5363,160.56,149.436,uniform
183,300,600000,0 days 00:36:14.037336000,ACER,1,100,-66.12550000000017,-68.30239999999976,11.1015,8.9224,165.072,178.14,uniform
182,300,300000,0 days 00:19:49.568025000,ACER,1,300,-348.0656,-177.8301,5.9125,14.7146,342.1531,163.1155,truncnorm
182,300,300000,0 days 00:19:51.342445000,ACER,1,300,-169.631,-175.6978,10.3316,23.0161,159.2994,152.6817,truncnorm
184,300,600000,0 days 00:35:46.888866000,ACER,1,50,-37.901216666666684,-39.48601666666665,9.2252,8.3272,172.0561,186.9529,uniform
184,300,300000,0 days 00:19:09.093681000,ACER,1,200,-237.480366666668,-123.68900000000016,5.9613,18.2378,347.2786,158.1768,truncnorm
184,300,300000,0 days 00:19:04.767358000,ACER,1,200,-118.50930000000075,-118.7085999999994,9.0755,10.921,164.1507,161.6814,truncnorm
185,300,600000,0 days 00:35:40.598135000,ACER,1,1,-7.244339333333125,-7.282425333333311,6.3969,6.3824,254.2318,270.0076,uniform
185,300,300000,0 days 00:19:11.624555000,ACER,1,100,-125.81420000000028,-64.43626666666668,6.0098,11.2844,359.4132,159.4556,truncnorm
185,300,300000,0 days 00:19:07.791050000,ACER,1,100,-64.98376666666684,-61.30143333333335,7.409,7.4245,172.7243,161.6308,truncnorm
186,300,300000,0 days 00:15:48.882517000,ACER,1,50,-65.338133333333,-34.356900000000174,5.954,7.1017,356.3048,163.5312,truncnorm
186,300,300000,0 days 00:15:52.469987000,ACER,1,50,-37.76795000000015,-35.0297333333335,6.5363,7.5181,187.3899,165.0698,truncnorm
187,300,300000,0 days 00:16:16.683189000,ACER,1,1,-7.221068333333623,-6.411667000000216,6.0058,5.6574,364.5805,226.2801,truncnorm
187,300,300000,0 days 00:16:27.417974000,ACER,1,1,-7.246661666666914,-6.404017000000224,6.025,5.6842,366.4985,215.9451,truncnorm
188,300,300000,0 days 00:13:32.679395000,ACER,1,1000,-525.487599999998,-647.5971666666657,16.0666,149.4455,152.8263,149.4455,truncnorm
189,300,300000,0 days 00:11:46.471767000,ACER,1,750,-802.1175,-409.5787,5.8405,31.7302,318.5108,151.1394,truncnorm
190,300,300000,0 days 00:11:59.808483000,ACER,1,500,-557.1776333333336,-276.4862000000018,5.8818,18.6062,330.7775,154.728,truncnorm
191,300,300000,0 days 00:12:38.872365000,ACER,1,400,-452.1120999999944,-239.48523333333182,5.8873,8.2143,334.6686,173.4532,truncnorm
192,300,300000,0 days 00:11:41.383833000,ACER,1,300,-169.1821,-173.3773,10.2727,15.5902,158.9094,157.7871,truncnorm
193,300,300000,0 days 00:11:53.776659000,ACER,1,200,-118.37476666666653,-118.5722999999997,9.0785,12.5073,163.9444,159.0975,truncnorm
194,300,300000,0 days 00:11:38.120473000,ACER,1,100,-65.21556666666699,-61.76893333333342,7.4892,8.558,173.1791,159.6328,truncnorm
195,300,300000,0 days 00:12:05.363025000,ACER,1,50,-37.67548333333353,-35.2401666666669,6.5348,6.47,186.8441,172.621,truncnorm
196,300,300000,0 days 00:13:19.663089000,ACER,1,1,-7.291497666666937,-6.615792333333325,6.0622,5.8333,368.7893,234.7477,truncnorm
197,300,300000,0 days 00:11:42.658653000,ACER,1,1000,-524.8867333333341,-567.5555999999988,15.9984,26.0246,152.6665,162.4593,truncnorm
198,300,300000,0 days 00:11:52.436739000,ACER,1,750,-787.9233,-446.57055,5.8163,71.9758,312.8428,149.8379,truncnorm
199,300,300000,0 days 00:11:17.212209000,ACER,1,500,-551.601233333334,-303.4259333333307,5.8349,53.5001,327.4598,149.9555,truncnorm
200,300,300000,0 days 00:11:53.097930000,ACER,1,400,-451.9649999999983,-226.6808999999985,5.9138,13.5905,334.5384,159.8178,truncnorm
201,300,300000,0 days 00:12:56.991014000,ACER,1,300,-169.4116,-179.8485,10.3229,9.0042,159.0887,170.8443,truncnorm
202,300,300000,0 days 00:12:25.863765000,ACER,1,200,-118.07446666666698,-123.03103333333318,8.9908,20.4229,163.6255,153.9122,truncnorm
203,300,300000,0 days 00:12:18.260206000,ACER,1,100,-65.34353333333274,-63.9877333333333,7.4953,9.1373,173.5447,164.5513,truncnorm
204,300,300000,0 days 00:12:37.862068000,ACER,1,50,-37.763383333333564,-35.295783333333134,6.5295,7.3139,187.4033,167.8913,truncnorm
205,300,300000,0 days 00:13:14.742908000,ACER,1,1,-7.249773333333609,-5.830004333333315,6.0253,5.2179,367.342,183.6313,truncnorm
206,300,300000,0 days 00:12:31.834250000,ACER,1,1000,-526.8628999999986,-646.6910666666677,16.1809,149.2364,153.2046,149.2364,truncnorm
207,300,300000,0 days 00:11:49.656016000,ACER,1,750,-793.72905,-406.4324,5.8488,25.6939,315.1521,152.2954,truncnorm
208,300,300000,0 days 00:12:15.498511000,ACER,1,500,-562.8145333333335,-360.5556666666648,5.9352,111.479,334.1276,149.446,truncnorm
209,300,300000,0 days 00:12:11.998257000,ACER,1,400,-454.29146666666196,-233.29229999999944,5.9076,11.0863,336.2879,166.6545,truncnorm
210,300,300000,0 days 00:11:25.015613000,ACER,1,300,-169.5202,-182.4938,10.2681,30.9364,159.2521,151.5574,truncnorm
211,300,300000,0 days 00:11:54.823642000,ACER,1,200,-118.38236666666732,-117.15553333333372,9.0969,12.8206,163.9282,156.5024,truncnorm
212,300,300000,0 days 00:11:46.061443000,ACER,1,100,-65.18973333333355,-62.09973333333356,7.4398,8.2692,173.2498,161.4916,truncnorm
213,300,300000,0 days 00:11:45.318203000,ACER,1,50,-37.74120000000009,-36.199316666666654,6.5389,7.089,187.2138,174.6619,truncnorm
214,300,300000,0 days 00:11:42.435603000,ACER,1,1,-7.254848333333588,-6.5840080000000905,6.0293,5.8414,367.6645,222.7824,truncnorm
215,300,300000,0 days 00:12:12.205361000,ACER,1,1000,-527.7138666666648,-553.5209999999977,16.2162,53.467,153.4493,150.0162,truncnorm
216,300,300000,0 days 00:16:58.698745000,ACER,1,750,-799.4172,-524.80085,5.8572,149.9431,317.424,149.9431,truncnorm
217,300,300000,0 days 00:12:21.249711000,ACER,1,500,-554.7227333333307,-278.3920333333334,5.8769,24.6787,329.3075,152.228,truncnorm
218,300,300000,0 days 00:12:59.250732000,ACER,1,400,-452.6037333333308,-223.9143666666694,5.9288,13.3877,335.0062,157.895,truncnorm
219,300,300000,0 days 00:11:10.731626000,ACER,1,300,-169.5575,-178.4612,10.3242,22.4329,159.2333,156.0283,truncnorm
220,5,3000,0 days 00:00:21.774156000,ACER,1,1,-1.598959999999824,-1.592599999999827,1.1658,1.1605,2.1658,2.1605,truncnorm
221,15,3000,0 days 00:00:13.808060000,ACER,1,1,-2.645606666666772,-2.802759999999949,2.0014,2.1634,9.6631,9.5904,truncnorm
222,30,3000,0 days 00:00:12.265413000,ACER,1,1,-3.830303333333224,-3.939943333333585,2.8964,3.166,28.0171,23.2183,truncnorm
223,30,10000,0 days 00:00:36.204715000,ACER,1,1,-3.8105833333332093,-3.7846333333336575,2.8754,2.9585,28.0555,24.784,truncnorm
224,30,15000,0 days 00:00:50.955971000,ACER,1,1,-3.8146933333332074,-3.6907399999998574,2.8799,2.9464,28.0438,22.3302,truncnorm
220,300,300000,0 days 00:18:17.659696000,ACER,1,200,-118.66780000000033,-119.70499999999981,9.118,11.8512,164.3247,161.7807,truncnorm
225,300,300000,0 days 00:15:40.565313000,ACER,1,100,-65.25289999999974,-68.10396666666671,7.4973,8.6884,173.2668,178.2467,truncnorm
226,30,15000,0 days 00:00:44.296096000,ACER,1,1,-3.874296666666546,-3.6827633333331797,2.9312,2.9392,28.2929,22.3069,truncnorm
227,30,15000,0 days 00:00:51.245054000,ACER,1,1,-3.8657933333332317,-3.6912333333331815,2.9166,2.9467,28.4758,22.336,truncnorm
228,30,15000,0 days 00:01:00.528047000,ACER,1,1,-3.8309966666665423,-3.6875099999998557,2.8933,2.943,28.1309,22.3353,truncnorm
226,300,300000,0 days 00:17:38.777272000,ACER,1,50,-37.74793333333339,-35.42969999999992,6.5416,6.9677,187.238,170.772,truncnorm
229,300,300000,0 days 00:18:22.995501000,ACER,1,1,-7.242346666666947,-6.58299233333374,6.0239,5.8243,365.534,227.6077,truncnorm
233,30,15000,0 days 00:00:59.808471000,ACER,1,1,-3.848969999999876,-3.6821566666665038,2.9096,2.938,28.1811,22.3247,truncnorm
232,300,300000,0 days 00:17:08.062051000,ACER,1,1000,-527.3194333333339,-647.5763666666674,16.1751,149.4407,153.3433,149.4407,truncnorm
234,300,300000,0 days 00:14:20.259370000,ACER,1,750,-797.66215,-521.70405,5.8804,149.0583,316.7127,149.0583,truncnorm
235,300,300000,0 days 00:11:31.027651000,ACER,1,500,-549.5308000000003,-276.48223333333317,5.8313,20.9634,326.2197,153.3113,truncnorm
236,300,300000,0 days 00:11:23.145581000,ACER,1,400,-455.13193333332845,-224.14933333333443,5.9074,14.392,336.9184,157.318,truncnorm
237,300,300000,0 days 00:11:06.233076000,ACER,1,300,-169.2283,-186.62,10.2894,35.9272,158.9389,150.6928,truncnorm
238,300,300000,0 days 00:11:13.128747000,ACER,1,200,-117.74536666666656,-120.39033333333393,8.9725,12.6406,163.1593,161.6246,truncnorm
239,300,300000,0 days 00:12:24.921952000,ACER,1,100,-65.0943666666666,-61.73363333333332,7.5052,7.5695,172.7675,162.4924,truncnorm
240,300,300000,0 days 00:13:15.418048000,ACER,1,50,-37.84371666666674,-35.05320000000009,6.5643,7.4478,187.6765,165.6324,truncnorm
241,300,300000,0 days 00:12:28.295041000,ACER,1,1,-7.288797666666908,-6.026785999999824,6.0661,5.3325,366.8093,208.2858,truncnorm
242,300,300000,0 days 00:15:19.846760000,ACER,1,1000,-528.2406999999984,-648.3281999999986,16.2867,149.6142,153.5862,149.6142,truncnorm
243,30,15000,0 days 00:01:32.173866000,ACER,1,1,-3.8752133333332153,-3.6133166666667136,2.9302,2.9082,28.3504,21.1535,truncnorm
243,300,300000,0 days 00:14:11.911373000,ACER,1,750,-795.3208,-409.7906,5.8603,25.5711,315.7842,153.6878,truncnorm
244,300,300000,0 days 00:17:18.633015000,ACER,1,500,-554.3750666666687,-292.8581999999967,5.8574,42.8002,329.1106,150.0348,truncnorm
248,300,300000,0 days 00:13:31.822714000,ACER,1,400,-447.94223333332826,-244.07676666666694,5.8497,43.1133,331.5694,150.7226,truncnorm
249,300,300000,0 days 00:10:58.801867000,ACER,1,300,-169.3325,-179.0392,10.2879,27.4344,159.0446,151.6048,truncnorm
250,300,300000,0 days 00:51:20.067820000,ACER,1,200,-118.5829000000004,-118.51279999999984,9.1755,11.4166,164.1111,160.6443,truncnorm
251,300,300000,0 days 00:14:37.026436000,ACER,1,100,-65.23959999999992,-65.0884666666669,7.5289,12.0007,173.1321,159.2633,truncnorm
252,300,300000,0 days 00:14:51.058555000,ACER,1,50,-37.8071333333335,-35.365016666666435,6.5612,6.0001,187.4756,176.1895,truncnorm
253,300,300000,0 days 00:15:00.829356000,ACER,1,1,-7.24447500000029,-6.153788333333471,6.0147,5.4572,368.9325,208.9765,truncnorm
254,300,300000,0 days 00:14:33.987490000,ACER,1,1000,-525.6500666666653,-556.097733333333,16.0804,26.8144,152.8709,158.785,truncnorm
255,300,300000,0 days 00:14:16.345658000,ACER,1,750,-791.3663,-404.2546,5.8013,22.6731,314.226,152.6326,truncnorm
256,300,300000,0 days 00:14:17.153007000,ACER,1,500,-556.4391666666673,-276.5397000000003,5.857,22.6257,330.3493,152.3484,truncnorm
257,300,300000,0 days 00:14:06.506108000,ACER,1,400,-454.6281999999959,-224.70039999999966,5.9046,20.8544,336.5427,152.8845,truncnorm
258,300,300000,0 days 00:14:08.919669000,ACER,1,300,-169.0666,-176.1925,10.233,24.5645,158.8336,151.628,truncnorm
259,300,300000,0 days 00:14:07.654882000,ACER,1,200,-118.37376666666673,-122.2082666666666,9.0449,16.8536,163.9933,158.032,truncnorm
260,300,300000,0 days 00:14:20.657452000,ACER,1,100,-65.21853333333316,-65.53803333333364,7.4443,9.5159,173.3227,168.0664,truncnorm
261,300,300000,0 days 00:14:21.442721000,ACER,1,50,-37.94471666666684,-34.57181666666665,6.5773,6.9532,188.2045,165.7117,truncnorm
262,300,300000,0 days 00:14:40.844430000,ACER,1,1,-7.173254666666918,-5.888419333333088,5.9664,5.2653,362.0564,186.9358,truncnorm
263,300,300000,0 days 00:13:50.014764000,ACER,1,1000,-525.7530333333318,-575.8750666666674,16.0497,33.6644,152.911,162.6632,truncnorm
264,300,300000,0 days 00:13:57.613300000,ACER,1,750,-788.88025,-444.52465,5.8275,65.3689,313.2211,151.6623,truncnorm
265,300,300000,0 days 00:14:08.858714000,ACER,1,500,-555.9275333333311,-279.8091000000004,5.8967,25.7516,330.0185,152.4345,truncnorm
266,300,300000,0 days 00:14:07.631642000,ACER,1,400,-450.16923333332994,-236.782766666671,5.9087,35.7241,333.1954,150.794,truncnorm
267,300,300000,0 days 00:14:00.294280000,ACER,1,300,-169.4059,-192.3956,10.2882,29.3364,159.1177,163.0592,truncnorm
268,300,300000,0 days 00:14:17.937992000,ACER,1,200,-118.50806666666695,-119.5061666666671,9.1584,9.8337,164.0245,164.5087,truncnorm
269,300,300000,0 days 00:14:19.012266000,ACER,1,100,-65.45413333333317,-64.0553999999999,7.5255,9.1554,173.7859,164.7,truncnorm
270,300,300000,0 days 00:14:09.835766000,ACER,1,50,-37.652949999999834,-35.41118333333327,6.53,7.7051,186.7377,166.2365,truncnorm
271,300,300000,0 days 00:14:17.059564000,ACER,1,1,-7.227671333333637,-6.341758333333342,6.0123,5.5753,364.6114,229.9375,truncnorm
272,300,300000,0 days 00:13:52.643775000,ACER,1,1000,-527.6025,-647.131766666669,16.2835,149.3381,153.3957,149.3381,truncnorm
273,300,300000,0 days 00:13:41.366013000,ACER,1,750,-790.7276,-404.6032,5.8556,22.7332,313.9488,152.748,truncnorm
274,300,300000,0 days 00:13:45.617045000,ACER,1,500,-556.5291000000011,-276.5691333333343,5.8636,22.6218,330.3993,152.3684,truncnorm
275,300,300000,0 days 00:13:59.039468000,ACER,1,400,-451.47793333332817,-232.80743333333194,5.8974,30.8373,334.1854,151.4776,truncnorm
276,300,300000,0 days 00:14:07.685016000,ACER,1,300,-169.0847,-173.4077,10.2382,19.3407,158.8465,154.067,truncnorm
277,300,300000,0 days 00:14:07.768627000,ACER,1,200,-118.42150000000031,-117.61263333333314,9.0881,10.8513,164.0001,160.142,truncnorm
278,300,300000,0 days 00:14:02.021464000,ACER,1,100,-65.42640000000029,-64.09173333333355,7.5392,9.8464,173.6616,162.736,truncnorm
279,300,300000,0 days 00:14:05.634331000,ACER,1,50,-37.73951666666664,-36.30498333333325,6.5275,7.1011,187.2721,175.2233,truncnorm
280,300,300000,0 days 00:14:14.240912000,ACER,1,1,-7.231383000000268,-6.262401333333572,6.0071,5.5623,367.2849,210.0304,truncnorm
281,300,300000,0 days 00:13:51.635470000,ACER,1,1000,-528.5408666666672,-646.5935666666702,16.3242,149.2139,153.665,149.2139,truncnorm
282,300,300000,0 days 00:13:58.758832000,ACER,1,750,-794.41665,-403.29085,5.8249,18.4501,315.4367,153.9363,truncnorm
283,300,300000,0 days 00:14:07.854738000,ACER,1,500,-557.9392333333316,-281.2550666666668,5.8949,19.6964,331.2266,156.9352,truncnorm
284,300,300000,0 days 00:14:26.004284000,ACER,1,400,-452.1270666666617,-224.93306666666734,5.9232,18.3888,334.6529,154.9082,truncnorm
285,300,300000,0 days 00:11:17.962238000,ACER,1,300,-169.2479,-174.3877,10.2449,20.9442,159.003,153.4435,truncnorm
286,300,300000,0 days 00:11:24.107503000,ACER,1,200,-118.21610000000018,-117.34889999999946,9.0695,13.0361,163.7199,156.4692,truncnorm
287,300,300000,0 days 00:11:33.890811000,ACER,1,100,-65.32596666666639,-62.97066666666666,7.4812,9.0487,173.5343,161.7659,truncnorm
288,300,300000,0 days 00:11:23.195710000,ACER,1,50,-37.7409,-35.29019999999972,6.5136,7.135,187.3638,168.9312,truncnorm
289,300,300000,0 days 00:11:43.102152000,ACER,1,1,-7.201148666666924,-6.266090666666424,5.9871,5.5258,364.2146,222.0872,truncnorm
290,300,300000,0 days 00:11:24.447249000,ACER,1,1000,-526.6794333333318,-649.9813666666664,16.1241,149.9957,153.1666,149.9957,truncnorm
291,300,300000,0 days 00:11:20.691768000,ACER,1,750,-791.9978,-525.40075,5.8373,150.1145,314.4642,150.1145,truncnorm
292,300,300000,0 days 00:11:20.472097000,ACER,1,500,-557.562,-288.35389999999524,5.878,36.2304,331.0104,151.2741,truncnorm
293,300,300000,0 days 00:11:14.848570000,ACER,1,400,-451.62056666666166,-228.34500000000187,5.8735,24.1818,334.3103,153.1224,truncnorm
294,300,300000,0 days 00:11:29.342029000,ACER,1,300,-169.9402,-172.3226,10.4317,11.1202,159.5085,161.2024,truncnorm
295,300,300000,0 days 00:11:14.681444000,ACER,1,200,-117.93573333333359,-116.10103333333407,9.01,13.5617,163.3886,153.809,truncnorm
296,300,300000,0 days 00:11:29.982920000,ACER,1,100,-64.87983333333356,-62.61563333333344,7.4797,7.8881,172.2004,164.1826,truncnorm
297,300,300000,0 days 00:11:31.094497000,ACER,1,50,-37.767350000000064,-34.825366666666675,6.5057,6.672,187.5699,168.9202,truncnorm
298,300,300000,0 days 00:11:25.459826000,ACER,1,1,-7.255325000000269,-6.880751000000172,6.0284,6.1162,368.0775,229.3653,truncnorm
299,300,300000,0 days 00:11:26.203889000,ACER,1,1000,-527.681699999999,-536.9303000000018,16.2637,28.4493,153.4254,152.5443,truncnorm
300,300,300000,0 days 00:11:19.974084000,ACER,1,750,-797.58345,-485.881,5.8642,111.71,316.6877,149.6684,truncnorm
301,300,300000,0 days 00:11:22.313694000,ACER,1,500,-554.3920666666643,-278.92496666666534,5.8944,24.6913,329.0986,152.5402,truncnorm
302,300,300000,0 days 00:14:39.342271000,ACER,1,400,-449.7229666666635,-229.96279999999948,5.8951,27.4868,332.8709,151.857,truncnorm
303,300,300000,0 days 00:11:46.081754000,ACER,1,300,-169.3435,-184.8353,10.3245,12.3732,159.019,172.4621,truncnorm
304,300,300000,0 days 00:11:19.455876000,ACER,1,200,-118.42506666666681,-144.165533333332,9.0608,37.656,164.0464,159.7643,truncnorm
305,300,300000,0 days 00:11:38.083867000,ACER,1,100,-65.25343333333348,-63.183366666666615,7.442,9.7157,173.4343,160.403,truncnorm
306,300,300000,0 days 00:11:15.316810000,ACER,1,50,-37.704183333333546,-35.64810000000017,6.5631,8.2034,186.8465,164.6682,truncnorm
307,300,300000,0 days 00:11:56.572216000,ACER,1,1,-7.256811666666917,-6.024853999999993,6.0366,5.3048,366.0635,216.0162,truncnorm
308,300,300000,0 days 00:11:21.154689000,ACER,1,1000,-527.7437666666656,-609.7537666666649,16.2731,111.5121,153.4412,149.4725,truncnorm
309,300,300000,0 days 00:11:14.570370000,ACER,1,750,-792.4136,-417.7159,5.8191,42.7814,314.6378,149.9738,truncnorm
310,300,300000,0 days 00:11:14.688182000,ACER,1,500,-553.084533333332,-290.2723666666661,5.8697,17.4277,328.3289,163.7068,truncnorm
311,300,300000,0 days 00:14:20.353164000,ACER,1,400,-453.28813333332937,-224.90026666666995,5.9328,14.2992,335.5165,157.9508,truncnorm
312,300,300000,0 days 00:11:39.216304000,ACER,1,300,-169.9257,-260.3931,10.43,111.2146,159.4957,149.1785,truncnorm
313,300,300000,0 days 00:11:30.124319000,ACER,1,200,-118.58183333333338,-116.69239999999968,9.1691,9.9936,164.1191,160.0482,truncnorm
314,300,300000,0 days 00:11:33.134033000,ACER,1,100,-65.33436666666668,-65.19316666666633,7.5322,8.4442,173.4065,170.2469,truncnorm
315,300,300000,0 days 00:11:50.116448000,ACER,1,50,-37.970100000000116,-35.42158333333323,6.5551,7.6854,188.49,166.4171,truncnorm
316,300,300000,0 days 00:14:09.832542000,ACER,1,1,-7.250533333333607,-5.997316666666413,6.0257,5.3076,367.45,206.915,truncnorm
317,300,300000,0 days 00:11:16.933428000,ACER,1,1000,-527.3148666666664,-649.9674999999991,16.2522,149.9925,153.3188,149.9925,truncnorm
318,300,300000,0 days 00:11:33.626598000,ACER,1,750,-787.46145,-428.93005,5.8287,53.5678,312.6531,150.1449,truncnorm
319,300,300000,0 days 00:11:28.827095000,ACER,1,500,-559.3973000000001,-293.52089999999595,5.8718,42.9249,332.1153,150.3576,truncnorm
320,300,300000,0 days 00:11:16.769939000,ACER,1,400,-454.9704999999958,-223.93643333333307,5.9001,15.5115,336.8028,156.3187,truncnorm
321,300,300000,0 days 00:15:18.559965000,ACER,1,300,-169.4695,-184.1569,10.3388,8.099,159.1307,176.0579,truncnorm
322,300,300000,0 days 00:11:41.298354000,ACER,1,200,-118.38976666666744,-118.62229999999965,9.1293,14.0507,163.8907,156.8574,truncnorm
323,300,300000,0 days 00:11:55.295776000,ACER,1,100,-65.2496999999999,-63.339766666666684,7.5274,7.906,173.1669,166.3013,truncnorm
324,300,300000,0 days 00:11:59.032175000,ACER,1,50,-37.79950000000001,-37.264966666666886,6.5512,7.1519,187.4898,180.6784,truncnorm
325,300,300000,0 days 00:11:51.644373000,ACER,1,1,-7.250893333333592,-6.2393786666666555,6.0279,5.4779,366.898,228.4436,truncnorm
326,300,300000,0 days 00:14:22.498698000,ACER,1,1000,-525.7961333333332,-532.1219666666664,16.0698,27.4013,152.9179,151.4162,truncnorm
327,300,300000,0 days 00:11:37.381840000,ACER,1,750,-796.43945,-522.65115,5.8422,149.3289,316.2389,149.3289,truncnorm
328,300,300000,0 days 00:11:42.433027000,ACER,1,500,-555.6160666666664,-280.4185666666654,5.8699,27.4739,329.8477,151.7668,truncnorm
329,300,300000,0 days 00:12:00.375523000,ACER,1,400,-448.5158666666617,-243.4113000000004,5.8856,42.9333,331.9727,150.3585,truncnorm
330,300,300000,0 days 00:12:25.404550000,ACER,1,300,-168.5217,-179.1323,10.1847,9.2505,158.337,169.8818,truncnorm
331,300,300000,0 days 00:12:50.033001000,ACER,1,200,-118.22516666666695,-117.98696666666584,9.0803,10.5121,163.7173,161.2123,truncnorm
332,300,300000,0 days 00:13:35.436632000,ACER,1,100,-65.35370000000017,-63.644466666666794,7.5497,9.902,173.412,161.2274,truncnorm
333,300,300000,0 days 00:14:03.570025000,ACER,1,50,-37.7008666666667,-35.30578333333316,6.5491,7.4743,186.9106,166.9889,truncnorm
334,300,300000,0 days 00:12:36.925229000,ACER,1,1,-7.223956333333586,-5.949545333333264,6.0092,5.3309,364.4269,185.5936,truncnorm
335,300,300000,0 days 00:16:30.572745000,ACER,1,1000,-526.1076999999974,-532.3118999999989,16.0767,27.3969,153.0093,151.4745,truncnorm
337,3,5000,0 days 00:00:24.396246000,ACER,1,1,-1.5642666666668137,-1.5692000000001378,1.1732,1.1769,1.1732,1.1769,truncnorm
338,30,15000,0 days 00:00:49.151371000,ACER,1,1,-2.743429999999838,-3.450126666666418,1.9766,2.7433,23.0049,21.2048,truncnorm
337,300,300000,0 days 00:15:45.044729000,ACER,1,750,-787.9266,-409.42345,5.8106,30.9002,312.8464,151.4093,truncnorm
339,300,300000,0 days 00:11:45.921112000,ACER,1,500,-553.906099999999,-278.5199666666665,5.8831,13.7933,328.8138,158.836,truncnorm
340,300,300000,0 days 00:11:41.239817000,ACER,1,400,-450.6839666666625,-225.58146666666684,5.8697,20.834,333.6107,153.5606,truncnorm
341,30,20000,0 days 00:01:14.413369000,ACER,1,1,-2.763659999999824,-3.3563466666668695,1.995,2.5999,23.0598,22.6934,truncnorm
342,30,20000,0 days 00:01:22.005008000,ACER,1,1,-3.807799999999871,-3.682536666666509,2.8775,2.9387,27.909,22.3151,truncnorm
343,30,50000,0 days 00:03:12.414603000,ACER,1,1,-3.8206366666665432,-3.317413333333491,2.8818,2.6871,28.1651,18.9094,truncnorm
344,30,50000,0 days 00:03:14.323971000,ACER,1,1,-3.2702900000000272,-2.594399999999946,2.3772,2.0172,26.7927,17.316,truncnorm
341,300,300000,0 days 00:16:26.243996000,ACER,1,300,-169.5061,-171.5392,10.3005,14.6196,159.2056,156.9196,truncnorm
345,300,300000,0 days 00:15:49.768583000,ACER,1,200,-117.82209999999962,-126.28306666666742,9.0251,17.4158,163.1955,163.3009,truncnorm
346,300,300000,0 days 00:17:40.058693000,ACER,1,100,-65.06826666666684,-62.91956666666657,7.4493,8.7425,172.8569,162.5312,truncnorm
347,300,300000,0 days 00:21:17.601852000,ACER,1,50,-37.73153333333347,-35.17901666666652,6.5932,7.6703,186.83,165.0523,truncnorm
350,30,50000,0 days 00:03:00.366723000,ACER,1,1,-9.513629999999953,-4.217310000000078,6.9067,3.3999,78.2079,24.5223,truncnorm
348,300,300000,0 days 00:51:16.455851000,ACER,1,1,-7.220945333333598,-6.084581333333148,6.0032,5.3684,365.3236,214.8544,truncnorm
351,300,300000,0 days 00:15:47.752345000,ACER,1,1000,-526.0412333333309,-648.6653333333338,16.1139,149.692,152.9782,149.692,truncnorm
352,300,300000,0 days 00:17:00.942284000,ACER,1,750,-793.25565,-405.21535,5.8474,24.6881,314.9633,152.2109,truncnorm
353,300,300000,0 days 00:16:21.954529000,ACER,1,500,-555.3960666666655,-287.4352333333298,5.8809,36.0509,329.7091,150.8306,truncnorm
354,300,300000,0 days 00:16:34.557652000,ACER,1,400,-455.6525333333286,-226.65089999999995,5.934,12.4429,337.2889,160.656,truncnorm
355,300,300000,0 days 00:16:34.322199000,ACER,1,300,-169.3552,-171.4409,10.3357,14.9042,159.0195,156.5367,truncnorm
356,300,300000,0 days 00:16:29.911069000,ACER,1,200,-118.60870000000003,-118.99843333333344,9.1409,13.4285,164.2017,158.3549,truncnorm
357,300,300000,0 days 00:16:22.131267000,ACER,1,100,-65.21160000000039,-64.67563333333311,7.4882,9.3161,173.1702,166.0786,truncnorm
358,300,300000,0 days 00:16:09.881635000,ACER,1,50,-37.68213333333359,-35.31155000000011,6.5268,7.3471,186.932,167.7867,truncnorm
359,300,300000,0 days 00:16:28.459052000,ACER,1,1,-7.205842000000253,-6.512200333333608,5.998,5.7326,362.3526,233.8801,truncnorm
360,300,300000,0 days 00:15:33.650147000,ACER,1,1000,-527.0348666666662,-534.613033333333,16.2122,27.5977,153.2468,152.1046,truncnorm
361,300,300000,0 days 00:15:56.564660000,ACER,1,750,-789.65375,-407.52065,5.8515,17.0554,313.5209,156.1861,truncnorm
362,300,300000,0 days 00:15:45.579489000,ACER,1,500,-552.8146666666652,-278.5137666666687,5.859,14.1221,328.1734,158.635,truncnorm
363,300,300000,0 days 00:15:31.835639000,ACER,1,400,-452.9286333333291,-232.92789999999866,5.8977,30.9079,335.2732,151.515,truncnorm
364,300,300000,0 days 00:15:33.596595000,ACER,1,300,-169.677,-196.9339,10.3089,38.957,159.3681,157.9769,truncnorm
365,300,300000,0 days 00:15:07.275269000,ACER,1,200,-118.4836666666673,-124.13803333333342,9.1446,20.0231,164.0086,156.1724,truncnorm
366,300,300000,0 days 00:15:47.068913000,ACER,1,100,-65.1759333333335,-63.79543333333321,7.4624,8.4128,173.1406,166.1479,truncnorm
